Name,Possible Value,Increment,Unit,Range,Read Only,Title,Description,,,,,,
RC5_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC5_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC5_TRIM,993,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",993,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC5_TRIM(993,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC6_DZ,0,,PWM,0 200,FALSE,,dead zone around trim or bottom,0,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC6_DZ(0,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC6_FUNCTION,0,,List,0:Disabled 1:RCPassThru 2:Flap 3:Flap_auto 4:Aileron 6:mount_pan 7:mount_tilt 8:mount_roll 9:mount_open 10:camera_trigger 11:release 12:mount2_pan 13:mount2_tilt 14:mount2_roll 15:mount2_open 16:DifferentialSpoiler1 17:DifferentialSpoiler2 18:AileronWithInput 19:Elevator 20:ElevatorWithInput 21:Rudder 24:Flaperon1 25:Flaperon2 26:GroundSteering 27:Parachute 28:EPM 29:LandingGear 30:EngineRunEnable 31:HeliRSC 32:HeliTailRSC 33:Motor1 34:Motor2 35:Motor3 36:Motor4 37:Motor5 38:Motor6 39:Motor7 40:Motor8 51:RCIN1 52:RCIN2 53:RCIN3 54:RCIN4 55:RCIN5 56:RCIN6 57:RCIN7 58:RCIN8 59:RCIN9 60:RCIN10 61:RCIN11 62:RCIN12 63:RCIN13 64:RCIN14 65:RCIN15 66:RCIN16 67:Ignition 68:Choke 69:Starter 70:Throttle,FALSE,,Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};",true,"RC6_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};,true,"""",""Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function""),"
RC6_MAX,1985,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1985,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC6_MAX(1985,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC6_MIN,992,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",992,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC6_MIN(992,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC6_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC6_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC6_TRIM,992,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",992,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC6_TRIM(992,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC7_DZ,0,,PWM,0 200,FALSE,,dead zone around trim or bottom,0,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC7_DZ(0,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC7_FUNCTION,0,,List,0:Disabled 1:RCPassThru 2:Flap 3:Flap_auto 4:Aileron 6:mount_pan 7:mount_tilt 8:mount_roll 9:mount_open 10:camera_trigger 11:release 12:mount2_pan 13:mount2_tilt 14:mount2_roll 15:mount2_open 16:DifferentialSpoiler1 17:DifferentialSpoiler2 18:AileronWithInput 19:Elevator 20:ElevatorWithInput 21:Rudder 24:Flaperon1 25:Flaperon2 26:GroundSteering 27:Parachute 28:EPM 29:LandingGear 30:EngineRunEnable 31:HeliRSC 32:HeliTailRSC 33:Motor1 34:Motor2 35:Motor3 36:Motor4 37:Motor5 38:Motor6 39:Motor7 40:Motor8 51:RCIN1 52:RCIN2 53:RCIN3 54:RCIN4 55:RCIN5 56:RCIN6 57:RCIN7 58:RCIN8 59:RCIN9 60:RCIN10 61:RCIN11 62:RCIN12 63:RCIN13 64:RCIN14 65:RCIN15 66:RCIN16 67:Ignition 68:Choke 69:Starter 70:Throttle,FALSE,,Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};",true,"RC7_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};,true,"""",""Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function""),"
RC7_MAX,1900,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1900,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC7_MAX(1900,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC7_MIN,1100,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1100,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC7_MIN(1100,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC7_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC7_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC7_TRIM,1498,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1498,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC7_TRIM(1498,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC8_DZ,0,,PWM,0 200,FALSE,,dead zone around trim or bottom,0,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC8_DZ(0,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC8_FUNCTION,0,,List,0:Disabled 1:RCPassThru 2:Flap 3:Flap_auto 4:Aileron 6:mount_pan 7:mount_tilt 8:mount_roll 9:mount_open 10:camera_trigger 11:release 12:mount2_pan 13:mount2_tilt 14:mount2_roll 15:mount2_open 16:DifferentialSpoiler1 17:DifferentialSpoiler2 18:AileronWithInput 19:Elevator 20:ElevatorWithInput 21:Rudder 24:Flaperon1 25:Flaperon2 26:GroundSteering 27:Parachute 28:EPM 29:LandingGear 30:EngineRunEnable 31:HeliRSC 32:HeliTailRSC 33:Motor1 34:Motor2 35:Motor3 36:Motor4 37:Motor5 38:Motor6 39:Motor7 40:Motor8 51:RCIN1 52:RCIN2 53:RCIN3 54:RCIN4 55:RCIN5 56:RCIN6 57:RCIN7 58:RCIN8 59:RCIN9 60:RCIN10 61:RCIN11 62:RCIN12 63:RCIN13 64:RCIN14 65:RCIN15 66:RCIN16 67:Ignition 68:Choke 69:Starter 70:Throttle,FALSE,,Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};",true,"RC8_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};,true,"""",""Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function""),"
RC8_MAX,1900,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1900,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC8_MAX(1900,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC8_MIN,1100,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1100,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC8_MIN(1100,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC8_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC8_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC8_TRIM,1498,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1498,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC8_TRIM(1498,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RCMAP_PITCH,2,,43473,,FALSE,,"Pitch channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Pitch is normally on channel 2, but you can move it to any channel with this parameter. Reboot is required for changes to take effect.",2,1,MAV_PARAM_UNIT.43473,null,true,"RCMAP_PITCH(2,1,MAV_PARAM_UNIT.43473,null,true,"""",""Pitch channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Pitch is normally on channel 2, but you can move it to any channel with this parameter. Reboot is required for changes to take effect.""),"
RCMAP_ROLL,1,,43473,,FALSE,,"Roll channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Roll is normally on channel 1, but you can move it to any channel with this parameter. Reboot is required for changes to take effect.",1,1,MAV_PARAM_UNIT.43473,null,true,"RCMAP_ROLL(1,1,MAV_PARAM_UNIT.43473,null,true,"""",""Roll channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Roll is normally on channel 1, but you can move it to any channel with this parameter. Reboot is required for changes to take effect.""),"
RCMAP_THROTTLE,3,,43473,,FALSE,,"Throttle channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Throttle is normally on channel 3, but you can move it to any channel with this parameter. Warning APM 2.X: Changing the throttle channel could produce unexpected fail-safe results if connection between receiver and on-board PPM Encoder is lost. Disabling on-board PPM Encoder is recommended. Reboot is required for changes to take effect.",3,1,MAV_PARAM_UNIT.43473,null,true,"RCMAP_THROTTLE(3,1,MAV_PARAM_UNIT.43473,null,true,"""",""Throttle channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Throttle is normally on channel 3, but you can move it to any channel with this parameter. Warning APM 2.X: Changing the throttle channel could produce unexpected fail-safe results if connection between receiver and on-board PPM Encoder is lost. Disabling on-board PPM Encoder is recommended. Reboot is required for changes to take effect.""),"
RCMAP_YAW,4,,43473,,FALSE,,"Yaw channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Yaw (also known as rudder) is normally on channel 4, but you can move it to any channel with this parameter. Reboot is required for changes to take effect.",4,1,MAV_PARAM_UNIT.43473,null,true,"RCMAP_YAW(4,1,MAV_PARAM_UNIT.43473,null,true,"""",""Yaw channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Yaw (also known as rudder) is normally on channel 4, but you can move it to any channel with this parameter. Reboot is required for changes to take effect.""),"
RELAY_PIN,13,,List,-1:Disabled 13:APM2 A9 pin 47:APM1 relay 50:Pixhawk AUXOUT1 51:Pixhawk AUXOUT2 52:Pixhawk AUXOUT3 53:Pixhawk AUXOUT4 54:Pixhawk AUXOUT5 55:Pixhawk AUXOUT6 111:PX4 FMU Relay1 112:PX4 FMU Relay2 113:PX4IO Relay1 114:PX4IO Relay2 115:PX4IO ACC1 116:PX4IO ACC2,FALSE,,Digital pin number for first relay control. This is the pin used for camera control.,13,1,MAV_PARAM_UNIT.List,"-1:Disabled,13:APM2,A9,pin,47:APM1,relay,50:Pixhawk,AUXOUT1,51:Pixhawk,AUXOUT2,52:Pixhawk,AUXOUT3,53:Pixhawk,AUXOUT4,54:Pixhawk,AUXOUT5,55:Pixhawk,AUXOUT6,111:PX4,FMU,Relay1,112:PX4,FMU,Relay2,113:PX4IO,Relay1,114:PX4IO,Relay2,115:PX4IO,ACC1,116:PX4IO,ACC2",true,"RELAY_PIN(13,1,MAV_PARAM_UNIT.List,-1:Disabled,13:APM2,A9,pin,47:APM1,relay,50:Pixhawk,AUXOUT1,51:Pixhawk,AUXOUT2,52:Pixhawk,AUXOUT3,53:Pixhawk,AUXOUT4,54:Pixhawk,AUXOUT5,55:Pixhawk,AUXOUT6,111:PX4,FMU,Relay1,112:PX4,FMU,Relay2,113:PX4IO,Relay1,114:PX4IO,Relay2,115:PX4IO,ACC1,116:PX4IO,ACC2,true,"""",""Digital pin number for first relay control. This is the pin used for camera control.""),"
RELAY_PIN2,-1,,List,-1:Disabled 13:APM2 A9 pin 47:APM1 relay 50:Pixhawk AUXOUT1 51:Pixhawk AUXOUT2 52:Pixhawk AUXOUT3 53:Pixhawk AUXOUT4 54:Pixhawk AUXOUT5 55:Pixhawk AUXOUT6 111:PX4 FMU Relay1 112:PX4 FMU Relay2 113:PX4IO Relay1 114:PX4IO Relay2 115:PX4IO ACC1 116:PX4IO ACC2,FALSE,,Digital pin number for 2nd relay control.,-1,1,MAV_PARAM_UNIT.List,"-1:Disabled,13:APM2,A9,pin,47:APM1,relay,50:Pixhawk,AUXOUT1,51:Pixhawk,AUXOUT2,52:Pixhawk,AUXOUT3,53:Pixhawk,AUXOUT4,54:Pixhawk,AUXOUT5,55:Pixhawk,AUXOUT6,111:PX4,FMU,Relay1,112:PX4,FMU,Relay2,113:PX4IO,Relay1,114:PX4IO,Relay2,115:PX4IO,ACC1,116:PX4IO,ACC2",true,"RELAY_PIN2(-1,1,MAV_PARAM_UNIT.List,-1:Disabled,13:APM2,A9,pin,47:APM1,relay,50:Pixhawk,AUXOUT1,51:Pixhawk,AUXOUT2,52:Pixhawk,AUXOUT3,53:Pixhawk,AUXOUT4,54:Pixhawk,AUXOUT5,55:Pixhawk,AUXOUT6,111:PX4,FMU,Relay1,112:PX4,FMU,Relay2,113:PX4IO,Relay1,114:PX4IO,Relay2,115:PX4IO,ACC1,116:PX4IO,ACC2,true,"""",""Digital pin number for 2nd relay control.""),"
RNGFND_FUNCTION,0,,List,0:Linear 1:Inverted 2:Hyperbolic,FALSE,,"Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.",0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Linear"");put(1,""Inverted"");put(2,""Hyperbolic"");}};",true,"RNGFND_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Linear"");put(1,""Inverted"");put(2,""Hyperbolic"");}};,true,"""",""Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.""),"
RNGFND_GAIN,0.8,,,0.01 2.0,FALSE,,Used to adjust the speed with which the target altitude is changed when objects are sensed below the copter,0.8,1,MAV_PARAM_UNIT.UNKNOWN,"0.01,2.0",true,"RNGFND_GAIN(0.8,1,MAV_PARAM_UNIT.UNKNOWN,0.01,2.0,true,"""",""Used to adjust the speed with which the target altitude is changed when objects are sensed below the copter""),"
RNGFND_MAX_CM,700,,Centimeters,,FALSE,,Maximum distance in centimeters that rangefinder can reliably read,700,1,MAV_PARAM_UNIT.Centimeters,null,true,"RNGFND_MAX_CM(700,1,MAV_PARAM_UNIT.Centimeters,null,true,"""",""Maximum distance in centimeters that rangefinder can reliably read""),"
RNGFND_MIN_CM,20,,Centimeters,,FALSE,,Minimum distance in centimeters that rangefinder can reliably read,20,1,MAV_PARAM_UNIT.Centimeters,null,true,"RNGFND_MIN_CM(20,1,MAV_PARAM_UNIT.Centimeters,null,true,"""",""Minimum distance in centimeters that rangefinder can reliably read""),"
RNGFND_OFFSET,0,,Volts,,FALSE,,Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM and I2C Lidars,0,1,MAV_PARAM_UNIT.Volts,null,true,"RNGFND_OFFSET(0,1,MAV_PARAM_UNIT.Volts,null,true,"""",""Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM and I2C Lidars""),"
RNGFND_PIN,-1,,List,-1:Not Used 0:APM2-A0 1:APM2-A1 2:APM2-A2 3:APM2-A3 4:APM2-A4 5:APM2-A5 6:APM2-A6 7:APM2-A7 8:APM2-A8 9:APM2-A9 11:PX4-airspeed port 15:Pixhawk-airspeed port 64:APM1-airspeed port,FALSE,,Analog pin that rangefinder is connected to. Set this to 0..9 for the APM2 analog pins. Set to 64 on an APM1 for the dedicated 'airspeed' port on the end of the board. Set to 11 on PX4 for the analog 'airspeed' port. Set to 15 on the Pixhawk for the analog 'airspeed' port.,-1,1,MAV_PARAM_UNIT.List,"-1:Not,Used,0:APM2-A0,1:APM2-A1,2:APM2-A2,3:APM2-A3,4:APM2-A4,5:APM2-A5,6:APM2-A6,7:APM2-A7,8:APM2-A8,9:APM2-A9,11:PX4-airspeed,port,15:Pixhawk-airspeed,port,64:APM1-airspeed,port",true,"RNGFND_PIN(-1,1,MAV_PARAM_UNIT.List,-1:Not,Used,0:APM2-A0,1:APM2-A1,2:APM2-A2,3:APM2-A3,4:APM2-A4,5:APM2-A5,6:APM2-A6,7:APM2-A7,8:APM2-A8,9:APM2-A9,11:PX4-airspeed,port,15:Pixhawk-airspeed,port,64:APM1-airspeed,port,true,"""",""Analog pin that rangefinder is connected to. Set this to 0..9 for the APM2 analog pins. Set to 64 on an APM1 for the dedicated 'airspeed' port on the end of the board. Set to 11 on PX4 for the analog 'airspeed' port. Set to 15 on the Pixhawk for the analog 'airspeed' port.""),"
